;;;   
;;;   The lexicon was taken from Brill's rule based tagger v1.14,
;;;   trained on Brown corpus and Penn Treebank.
;;;   
;;;   Eric Brill (1992). A simple rule-based part of speech tagger.
;;;   In Proceedings of the workshop on Speech and Natural Language (pp. 112-116).
;;;   Association for Computational Linguistics.
;;;   
;;;   Copyright 1993 by the Massachusetts Institute of Technology and the
;;;   University of Pennsylvania. All rights reserved. MIT license.
;;;   
;;;   Additional words were added from the Twitter Part-of-Speech Annotated Data,
;;;   available under the Creative Commons Attribution 3.0 Unported license ("CC-BY").
;;;   Carnegie Mellon University. http://www.ark.cs.cmu.edu/TweetNLP
;;;   
;;;   Kevin Gimpel, Nathan Schneider, Brendan O'Connor, et al. (2011).
;;;   Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments.
;;;   In Proceedings of the Annual Meeting of the ACL, Portland, OR, June 2011.
;;;   
! .
!! .
!!! .
!!!! .
!!!!! .
!!!!!! .
!!!!!!! .
!!!!!!!! .
!. .
!? .
" "
# #
#1 CD
#2 CD
#GLEE NNP
#Glee NNP
#celtics NNPS
#fail NN
#fb NNP
#glee NNP
#howcome VB
#lakers NNPS
#shoutout NN
#teamceltics NNPS
#teamlakers NNPS
#win NN
mares NNS
margarine NN
margin NN
margin-calls NNS
margin-the NN|DT
marginal JJ
marginal-rate NN
marginalia NNS
marginality NN
marginalizing VBG
marginally RB
margined VBN
margining VBG
margins NNS
margins... :
maria NNS
marijuana NN
marijuana-smuggling JJ
marimba NN
marina NN
marinade NN
marinas NNS
marinated VBN
marinating VBG
marine NN
marine-products NNS
marine-related JJ
marine-research NN
marine-shipping JJ
marine-transport NN
mariner NN
marines NNS
marionettes NNS
marital JJ
maritime JJ
marjoram NN
mark NN
mark-denominated JJ
mark-up NN
mark-ups NNS
mark-yen JJ
markdown NN
markdowns NNS
marked VBN
markedly RB
marker NN
markers NNS
market NN
market-affecting JJ
market-allocation JJ
market-based JJ
market-basket JJ
market-by-market JJ
market-corporate JJ
market-driven JJ
market-hog JJ
market-if-touched NN
market-inspired JJ
market-jarring JJ
market-maker NN
market-makers NNS
market-making NN
market-monitoring JJ
market-moving JJ
market-on-close JJ
market-opening JJ
market-oriented JJ
market-place NN
market-ready JJ
market-reform JJ
market-related JJ
market-research NN
market-revision NN
market-sensitive JJ
market-share JJ
market-sharing JJ
market-specific JJ
market-stabilizing JJ
market-style JJ
market-system NN
market-timing JJ
market-watchers NNS
market-weighted JJ
market... :
market:8.40 CD
market:8.60 NN|CD
market:8.80 CD
market:8.90 CD
marketability NN
marketable JJ
marketed VBN
marketeers NNS
marketer NN
marketers NNS
marketin NN
marketing NN
marketing-and-distribution JJ
marketing-communications NNS
marketing-data NNS
marketing-wise JJ
marketings NNS
marketization NN
marketmaking NN
marketplace NN
marketplaces NNS
markets NNS
marketshare NN
marketwide JJ
marketwise RB
marking VBG
markings NNS
markka FW
markkaa NN
marks NNS
marksman NN
marksmanship NN
markup NN
markups NNS
marmalade NN
maroon JJ
marooned VBD
marque NN
marquee NN
marquees NNS
marques NNS
marred VBN
marriage NN
marriageables NNS
marriages NNS
married VBN
married''-style JJ
married-couple JJ
married-put JJ
marrieds NNS
marries VBZ
marring VBG
marrow NN
marrowbones NNS
marry VB
marrying VBG
mars VBZ
marshal NN
marshaling VBG
marshalled VBD
marshalling NN
marshals NNS
marshes NNS
marshlands NNS
marshmallow NN
marshmallows NNS
mart NNP
martial JJ
martingale NN
martini NN
martinis NNS
marts NNS
martyr NN
martyrdom NN
marvel VB
marveled VBD
marveling VBG
marvelled VBD
marvelous JJ
marvelously RB
marvels NNS
maryed VBN
mascara NN
mascot NN
masculine JJ
masculinity NN
masers NNS
mash NN
mashed VBN
mashing VBG
mask NN
masked VBN
maskers NNS
masking VBG
masks NNS
mason NN
masonry NN
masons NNS
masquerade NN
masquerades VBZ
masquerading VBG
masquers NNS
mass NN
mass-audience JJ
mass-building JJ
mass-circulation JJ
mass-distribution JJ
mass-faxing JJ
mass-market JJ
mass-marketers NNS
mass-media NN
mass-merchandise NN
mass-murderer NN
mass-produce VB
mass-produced JJ
mass-producing VBG
mass-production NN
mass-reproduced JJ
mass-transit NN
massacre NN
massacred VBD
massacres NNS
massage NN
massaged VBN
massages NNS
massaging VBG
masse FW
massed VBD
masses NNS
masseur NN
masseurs NNS
masseuse NN
masseuses NNS
massifs NNS
massing VBG
massive JJ
massively RB
massuh NN
mast NN
master NN
master-race NN
mastered VBN
masterful JJ
masterfully RB
mastering VBG
masterly JJ
mastermind NN
masterminding VBG
masterpiece NN
masterpieces NNS
masters NNS
masterworks NNS
mastery NN
mastiff NN
mastodons NNS
mastoideus NN
masts NNS
mat NN
matador NN
match VB
match-width NN
matched VBN
matches VBZ
matching VBG
matching-fund JJ
matchless JJ
matchmaker NN
matchmakers NNS
matchmaking NN
mate NN
mated VBN
mateless JJ
mater NN
materals NNS
material NN
material-formal JJ
material-management NN
material0F. NN
materialism NN
materialistic JJ
materialize VB
materialized VBD
materializes VBZ
materially RB
materials NNS
materials-handling JJ
materials-related JJ
materiel NN
maternal JJ
maternity NN
mates NNS
math NN
mathematical JJ
mathematically RB
mathematician NN
mathematicians NNS
mathematics NNS
matinals FW
matinee JJ
matinees NNS
mating NN
matriarch NN
matriarchal JJ
matricide NN
matriculate VB
matriculated VBN
matrimonial JJ
matrimony NN
matrix NN
matron NN
matronly JJ
matryoshka FW
mats NNS
matsyendra NN
matt NN
matte NN
matter NN
matter-of-factly RB
matter-of-factness NN
mattered VBD
matters NNS
matting NN
mattress NN
mattresses NNS
maturation NN
maturational JJ
mature JJ
matured VBD
matures VBZ
maturing VBG
maturities NNS
maturity NN
maudlin JJ
maul VB
mauler NN
mauling VBG
mausoleum NN
mauve JJ
maven NN
mavens NNS
maverick NN
mavericks NNS
maw NN
mawkish JJ
max NN
maxim NN
maximal JJ
maximization NN
maximize VB
maximized VBN
maximizes VBZ
maximizing VBG
maxims NNS
maximum JJ
maximum-security JJ
maximums NNS
may MD
may... :
maya FW
maybe RB
maye MD
mayhem NN
mayonnaise NN
mayor NN
mayoral JJ
mayoralty NN
mayors NNS
mayorship NN
mayst MD
maze NN
mazes NNS
mazurka NN
mc. NN
me PRP
me/PRP NNP
mea FW
meadow NN
meadows NNS
meager JJ
meal NN
meal-to-meal JJ
mealie-meal NN
meals NNS
mealtime NN
mealy JJ
mealynose NN
mealynosed JJ
mean VB
mean-spirited JJ
mean-square JJ
meandered VBD
meandering VBG
meanders VBZ
meaner JJR
meanes NNS
meanest JJS
meanin VBG
meaning NN
meaningful JJ
meaningfully RB
meaningfulness NN
meaningless JJ
meaninglessness NN
meanings NNS
meanly RB
meanness NN
means VBZ
meant VBD
meantime NN
meanwhile RB
measles NN
measly JJ
measurable JJ
measurably RB
measure NN
measured VBN
measurement NN
measurements NNS
measures NNS
measuring VBG
meat NN
meat-hungry JJ
meat-packing JJ
meat-processing JJ
meat-wagon NN
meatpacker NN
meatpacking NN
meats NNS
meaty JJ
mecca NN
mechanic NN
mechanical JJ
mechanically RB
mechanics NNS
mechanism NN
mechanisms NNS
mechanist NN
mechanistic JJ
mechanization NN
mechanized JJ
mechanochemically RB
meclofenamate NN
mecum FW
medal NN
medalist NN
medallions NNS
medals NNS
meddle VB
meddling VBG
media NNS
media-buying JJ
media-conscious JJ
media-linked JJ
media-related JJ
media-spending JJ
media-stock JJ
mediaevalist NN
median JJ
median-family NN
median-nerve JJ
mediate VB
mediated VBN
mediating VBG
mediation NN
mediator NN
mediators NNS
medical JJ
medical-airlift NN
medical-assistance NN
medical-benefits NNS
medical-care NN
medical-instrument JJ
medical-leave JJ
medical-practice NN
medical-products NNS
medical-school NN
medical-support JJ
medical-test JJ
medically RB
medicare NN
medication NN
medication-dispensing JJ
medications NNS
medicinal JJ
medicinalis FW
medicine NN
medicines NNS
medico NN
medico-military NN
medics NNS
medieval JJ
mediocre JJ
mediocrities NNS
mediocrity NN
meditate VB
meditated VBD
meditating VBG
meditation NN
meditations NNS
meditative JJ
medium NN
medium-distance JJ
medium-duty JJ
medium-grade JJ
medium-haul JJ
medium-size JJ
medium-sized JJ
medium-term JJ
medium-to-long-range JJ
mediumistic JJ
mediums NNS
mediumship NN
medley NN
mee PRP
meek JJ
meek-mannered JJ
meekest JJS
meekly RB
meet VB
meet... :
meetin NN
meeting NN
meetings NNS
meets VBZ
mega JJ
mega-crash NN
mega-crashes NNS
mega-deal NN
mega-deals NNS
mega-hit JJ
mega-issues NNS
mega-lawyer NN
mega-mergers NNS
mega-problems NNS
mega-projects NNS
mega-resort NN
mega-resorts NNS
mega-stadium NN
mega-stardom NN
mega-welfare JJ
megabillion NN
megabit NN
megabyte NN
megabytes NNS
megadrop NN
megahertz NN
megakaryocytic JJ
megalomania NN
megalomaniac NN
megalopolises NNS
megaquestions NNS
megaton NN
megatons NNS
megawatt NN
megawatts NNS
mei FW
melamine NN
melancholy NN
melanderi NNPS
melange NN
melanin NN
meld VB
melding VBG
melds VBZ
melee NN
melioration NN
mellifluous JJ
mellow JJ
mellowed VBN
melodic JJ
melodically RB
melodies NNS
melodious JJ
melodrama NN
melodramatic JJ
melody NN
melon NN
melon-like JJ
melt VB
melt-textured JJ
meltdown NN
melted VBN
melting VBG
melts VBZ
mem FW
member NN
members NNS
members. NN
membership NN
memberships NNS
membrane NN
meme FW
memento NN
mementos NNS
meminisse FW
memo NN
memoir NN
memoirs NNS
memorabilia NNS
memorable JJ
memoranda NNS
memorandum NN
memorandums NNS
memorial NN
memorialist NN
memorialization NN
memorialized VBN
memorials NNS
memories NNS
memorization NN
memorize VB
memorized VBN
memorizing NN
memory NN
memory-chip NN
memory-expansion JJ
memory-images NNS
memory-picture NN
memory-pictures NNS
memos NNS
men NNS
men-folk NNS
men-of-war NNS
menace NN
menaced VBN
menacing JJ
menarche NN
menarches NNS
mend VB
mendacious JJ
mendacity NN
mended VBN
mendicant JJ
mending VBG
menial JJ
meningioma NN
menopause NN
menstrual JJ
menstruation JJ
menswear NN
mental JJ
mental-health JJ
mental-illness NN
mentalities NNS
mentality NN
mentally RB
mention VB
mentioned VBN
mentioning VBG
mentions VBZ
mentor NN
mentors NNS
menu NN
menus NNS
mercenaries NNS
mercenary JJ
mercer NN
merchandise NN
merchandise-trade JJ
merchandised VBN
merchandisers NNS
merchandising NN
merchant NN
merchant-banking JJ
merchantbanking NN
merchants NNS
merciful JJ
mercifully RB
merciless JJ
mercilessly RB
mercurial JJ
mercury NN
mercy NN
mere JJ
merely RB
merely'critical JJ
merest JJS
meretricious JJ
merge VB
merged VBN
merger NN
merger-acquisition JJ
merger-law NN
merger-related JJ
mergers NNS
mergers-advisory JJ
mergers-and-acquisitions NNS
merges VBZ
merging VBG
meridian NN
meringues NNS
merit NN
merited VBD
meritless JJ
meritocracy NN
meritorious JJ
merits NNS
mermaid NN
merriest JJS
merrily RB
merriment NN
merry JJ
merry-go-round NN
merrymaking NN
merveilleux FW
mesenteric JJ
mesh NN
meshed VBN
mesmerized VBN
mesothelioma NN
mess NN
message NN
messages NNS
messaging NN
messed VBD
messenger NN
messengers NNS
messes NNS
messhall NN
messiah NN
messianic JJ
messieurs FW
messing VBG
messy JJ
met VBD
metabolic JJ
metabolism NN
metabolite NN
metabolites NNS
metabolize VB
metabolized VBN
metal NN
metal-benders NNS
metal-cleaning JJ
metal-coil JJ
metal-cutting JJ
metal-forming JJ
metal-hydrido NN
metal-processing JJ
metal-products NNS
metal-tasting JJ
metal-workers NNS
metal-working JJ
metalized VBN
metallic JJ
metallurgical JJ
metallurgy NN
metals NNS
metals-stock NN
metalsmiths NNS
metalworkers NNS
metalworking NN
metamidophos NNS
metamorphic JJ
metamorphosed VBN
metamorphosis NN
metaphor NN
metaphorical JJ
metaphors NNS
metaphosphate NN
metaphysic NN
metaphysical JJ
metaphysicals NNS
metaphysics NNS
meted VBN
meteor NN
meteoric JJ
meteorite NN
meteorites NNS
meteoritic JJ
meteorological JJ
meteorologist NN
meteorology NN
meteors NNS
meter NN
metered VBN
metering VBG
meterological JJ
meters NNS
methacrylate NN
methadone NN
methane NN
methanol NN
methanol-gasoline JJ
methanol-powered JJ
method NN
methode NNP
methodical JJ
methodically RB
methodological JJ
methodologies NNS
methodology NN
methods NNS
methodsm NN
methyl NN
methylene NN
methylglyoxal NN
meticulous JJ
meticulously RB
metier NN
meting VBG
metis NNS
metrazol NN
metre NN
metric JJ
metric-ton-per-year JJ
metrical JJ
metrics NNS
metro NN
metronome NN
metropolis NN
metropolitan JJ
metropolitanization NN
metropolitian JJ
mettle NN
mettlesome JJ
mettwurst NN
mew VB
mewed VBD
mews NN
mezzo NN
mg NN
mg. NN
miami NNP
miasma NN
miasmal JJ
mica NN
mice NNS
micelle NN
micelles NNS
micoprocessors NNS
micro JJ
micro-electronic JJ
micro-liquidity NN
micro-microcurie NN
micro-organisms NNS
microanalysis NN
microbe NN
microbes NNS
microbial JJ
microbiological JJ
microbiologist NN
microbiology NN
microcassette NN
microchannel JJ
microchemistry NN
microchip NN
microchips NNS
microcircuits NNS
microcomputer NN
microcomputer-systems JJ
microcomputers NNS
microcosm NN
microcytochemistry NN
microeconomic JJ
microeconomics NNS
microeconomy NN
microelectronic JJ
microelectronics NNS
microfilm NN
microfossils NNS
micrograms NNS
micrographics NNS
microinjection NN
micromanage NN
micromanagement NN
micrometeorite NN
micrometeorites NNS
micrometeoritic JJ
micrometer NN
micrometers NNS
microns NNS
microorganism NN
microorganisms NNS
microphone NN
microphones NNS
microphoning VBG
microprocessor NN
microprocessor-based JJ
microprocessors NNS
microscope NN
microscopes NNS
microscopic JJ
microscopical JJ
microscopy NN
microseconds NNS
microsomal JJ
microsurgery NN
microtonal JJ
microvan NN
microwavable JJ
microwave NN
microwaved VBN
microwaves NNS
microwaving VBG
mid JJ
mid-'70s NNS
mid-'80s NNS
mid-1890 CD
mid-1940s NNS
mid-1948 JJ
mid-1950 CD
mid-1950s NNS
mid-1958 NN
mid-1960 CD
mid-1960s NNS
mid-1963 CD
mid-1970 NN
mid-1970s NNS
mid-1979 NN
mid-1980s NNS
mid-1981 CD
mid-1986 NN
mid-1987 NN
mid-1988 CD
mid-1989 NN
mid-1990 CD
mid-1990s NNS
mid-1991 CD
mid-1992 NN
mid-1995 NN
mid-19th JJ
mid-20 CD
mid-30s CD
mid-40s CD
mid-50s NNS
mid-70s CD
mid-80s NNS
mid-April NN
mid-Atlantic JJ
mid-August NNP
mid-December NNP
mid-February NNP
mid-January NNP
mid-July NN
mid-June NNP
mid-March NNP
mid-November NNP
mid-October NNP
mid-September NNP
mid-Victorian NNP
mid-afternoon JJ
mid-air NN
mid-century JJ
mid-continent JJ
mid-conversation NN
mid-engine JJ
mid-fifties NNS
mid-flight RB
mid-market JJ
mid-morning NN
mid-priced JJ
mid-range JJ
mid-season NN
mid-section NN
mid-shimmy NN
mid-size JJ
mid-sized JJ
mid-term JJ
mid-thirties NNS
mid-to-high JJ
mid-to-late JJ
mid-twentieth JJ
mid-twentieth-century JJ
mid-watch JJ
mid-week JJ
mid1984 CD
midafternoon NN
midair NN
midcapitalization NN
midcontinent JJ
midday NN
middle NN
middle-Gaelic JJ
middle-age JJ
middle-aged JJ
middle-brow JJ
middle-class JJ
middle-ground JJ
middle-income JJ
middle-level JJ
middle-management JJ
middle-market JJ
middle-of-the-road JJ
middle-of-the-roaders NNS
middle-priced JJ
middle-range JJ
middle-school JJ
middle-sized JJ
middlebrow JJ
middleman NN
middlemen NNS
middles NNS
middling JJ
midfield NN
midlands NNS
midlevel JJ
midmonth RB
midmorning NN
midnight NN
midocean JJ
midpoint NN
midpriced JJ
midrange JJ
midseason NN
midsession NN
midshipmen NNS
midsize JJ
midsized JJ
midsized-car JJ
midst NN
midstream NN
midsts NNS
midsummer NN
midterm JJ
midtown JJ
midway RB
midweek JJ
midwest JJS
midwestern JJ
midwife NN
midwinter NN
midyear NN
mien NN
miffed VBN
might MD
mighta MD|VB
mightiest JJS
mightily RB
mighty JJ
mignon NN
migraine NN
migrant JJ
migrants NNS
migrate VB
migrated VBN
migrates VBZ
migrating VBG
migration NN
migrations NNS
migratory JJ
mil. NN
mild JJ
mild-mannered JJ
mild-voiced JJ
mild-winter JJ
milder JJR
mildew NN
mildewy JJ
mildly RB
mildness NN
mile NN
mile-long JJ
mileage NN
mileage-based JJ
miles NNS
miles-per-hour JJ
milestone NN
milestones NNS
miliaris NN
milieu NN
milion NN
militancy NN
militant JJ
militantly RB
militarily RB
militarism NN
militarist NN
military JJ
military-electronics NNS
military-medical JJ
military-service JJ
military-spending NN
military-style JJ
militate VB
militated VBN
militia NN
militiamen NNS
militias NNS
milk NN
milk-chocolate JJ
milk-supply NN
milked VBD
milking VBG
milks VBZ
milkshakes NNS
milky JJ
mill NN
mill-pond NN
mill-wheel NN
millages NNS
milled JJ
millenarianism NN
millenarians NNS
millenium NN
millennia NN
millennium NN
millenniums NNS
milliamperes NNS
millidegree NN
millidegrees NNS
milligram NN
milligrams NNS
milliliter NN
millilon NN
millimeter NN
millimeters NNS
millinery NN
milling NN
million CD
million-a-year JJ
million-and-counting JJ
million-asset JJ
million-common NN
million-dollar JJ
million-dollar-a-year JJ
million-dollar-plus JJ
million-franc JJ
million-gallon JJ
million-mark JJ
million-member JJ
million-member-Teamsters NNPS
million-plus JJ
million-share JJ
million-square-foot JJ
million-to-$ $
million-ton JJ
million-unit JJ
millionaire NN
millionaires NNS
millions NNS
millionth JJ
millionths-of-a-second JJ
millisecond NN
millivoltmeter NN
milllion NN
millon NN
mills NNS
millstones NNS
milord NN
milquetoast NN
mimesis NN
mimetic JJ
mimetically RB
mimic VB
mimicked VBN
mimicking VBG
mimics NNS
mimimum NN
min NN
min. NN
minaces NNS
minarets NNS
minber NN
mince VB
minced VBN
mincemeat NN
mincing VBG
mind NN
mind-altering JJ
mind-boggling JJ
mind-numbing JJ
mind-set NN
minded VBD
mindful JJ
mindless JJ
minds NNS
mindset NN
mine NN
mine-hunting JJ
mine-safety JJ
mined VBN
minefield NN
minefields NNS
minehunter NN
miner NN
mineral NN
mineral-rich JJ
mineralized JJ
mineralogical JJ
mineralogy NN
minerals NNS
miners NNS
mines NNS
mineworkers NNS
mingle VB
mingled VBD
mingles VBZ
mingling VBG
mini-Prohibition NNP
mini-cars NNS
mini-component JJ
mini-doll NN
mini-empire NN
mini-fiestas NNS
mini-flap NN
mini-mafia NN
mini-mill NN
mini-post JJ
mini-revolution NN
mini-saga NN
mini-series NN
mini-slip NN
mini-studio NN
mini-supercomputers NNS
mini-vans NNS
miniature JJ
miniatures NNS
miniaturized VBN
minibars NNS
minicar NN
minicars NNS
minicomputer NN
minicomputers NNS
minicrash NN
minifying VBG
minimal JJ
minimalism NN
minimalist JJ
minimally RB
minimill NN
minimills NNS
minimize VB
minimized VBN
minimizes VBZ
minimizing VBG
minimum JJ
minimum-capital JJ
minimum-fee JJ
minimum-tax NN
minimum-wage NN
minimums NNS
minimun NN
minin VBG
minincomputer JJR
mining NN
mininum-wage NN
minions NNS
miniscule JJ
miniseries NNS
miniskirt NN
miniskirts NNS
minister NN
ministered VBD
ministerial JJ
ministering VBG
ministers NNS
ministrations NNS
ministries NNS
ministry NN
minisupercomputers NNS
minivan NN
minivans NNS
minivans. NNS
miniwelfare JJ
mink NN
minor JJ
minor-leaguer NN
minor-sport NN
minorities NNS
minority NN
minority-internship JJ
minority-owned JJ
minors NNS
mins NN
minstrel NN
minstrels NNS
mint NN
minted VBN
minter NN
minting VBG
mints NNS
minuet NN
minus CC
minus\ JJ
minuscule JJ
minuses NNS
minute NN
minutely RB
minutes NNS
minutiae NNS
mio FW
mioxidil NN
miracle NN
miracles NNS
miraculous JJ
miraculously RB
mire NN
mired VBN
mirror NN
mirrored VBN
mirroring VBG
mirrors VBZ
mirth NN
mirthless JJ
mis-reading VBG
misadventure NN
misadventures NNS
misalignment NN
misallocated VBD
misallocating VBG
misanthrope NN
misapplication NN
misapplied VBN
misapplying VBG
misapprehension NN
misappropriated VBD
misappropriating VBG
misappropriation NN
misbegotten JJ
misbehaving VBG
misbehavior NN
misbranded JJ
miscalculated VBD
miscalculation NN
miscalculations NNS
miscarriages NNS
miscarried VBD
miscegenation NN
miscellaneous JJ
miscellanies NNS
miscellany NN
mischarged VBD
mischarges NNS
mischarging NN
mischief NN
mischievous JJ
misclassified VBN
miscommunication NN
misconception NN
misconceptions NNS
misconduct NN
misconstruction NN
misconstructions NNS
misconstrued VBN
miscount NN
miscreant JJ
miscreants NNS
miscues NNS
misdeeds NNS
misdemeanants NNS
misdemeanor NN
misdemeanors NNS
misdirectors NNS
miserable JJ
miserably RB
miseries NNS
miserly JJ
misery NN
misfired VBN
misfiring VBG
misfits NNS
misfortune NN
misfortunes NNS
misgauged VBN
misgivings NNS
misguided JJ
mishandled VBD
mishandling VBG
mishap NN
mishaps NNS
misimpressions NNS
misinformation NN
misinformed VBN
misinterpret VB
misinterpretation NN
misinterpreted VBN
misinterpreters NNS
misjudged VBD
misjudgment NN
misjudgments NNS
mislaid VBN
misleading JJ
misleadingly RB
misleads VBZ
misled VBD
mismanaged VBD
mismanagement NN
mismanaging VBG
mismatch NN
mismatched VBN
mismatches NNS
mismeasurement NN
mismeasurements NNS
misnamed VBN
misnomer NN
miso NN
misogynist NN
misperceives VBZ
misperceptions NNS
misplace VB
misplaced VBN
misplacements NNS
misplacing VBG
mispriced VBD
mispronunciation NN
misquotation NN
misquoted VBN
misquoting VBG
misread VBD
misreading NN
misrelated VBN
misrepresent VB
misrepresentation NN
misrepresentations NNS
misrepresented VBD
misrepresenting VBG
misrepresents VBZ
misrouted VBN
miss VB
missed VBD
misses VBZ
misshapen JJ
missile NN
missile-defense JJ
missile-engineering JJ
missile-guidance JJ
missile-launch JJ
missile-range JJ
missile-transporter NN
missile-type JJ
missiles NNS
missing VBG
mission NN
missionaries NNS
missionary JJ
missions NNS
missive NN
misspelled VBN
misspent VBN
misstated VBN
misstatements NNS
misstates VBZ
misstating VBG
misstep NN
missteps NNS
missy NN
mist NN
mist-like JJ
mistake NN
mistaken VBN
mistakenly RB
mistakes NNS
mistaking VBG
misted VBD
mister NN
mistletoe NN
mistook VBD
mistreat VB
mistreatment NN
mistress NN
mistresses NNS
mistrial NN
mistrials NNS
mistrust NN
mistrusted VBD
mists NNS
misty JJ
misty-eyed JJ
misunderstand VB
misunderstanders NNS
misunderstanding NN
misunderstandings NNS
misunderstands VBZ
misunderstood VBN
misuse NN
misused VBN
misusing VBG
miswritten JJ
mite NN
mite-box NN
miter VB
mites NNS
mitigate VB
mitigates VBZ
mitigating VBG
mitigation NN
mitral JJ
mitre NN
mitt NN
mittens NNS
miuchi FW
mix NN
mix-up NN
mixed VBN
mixed-up JJ
mixer NN
mixers NNS
mixes NNS
mixing VBG
